genre,file_number,spectral_centroid,spectral_flux_mean,chroma_features,tonal_centroid,tempo,hnr
hiphop,69,1665.999863,58538.21,"[0.6602147817611694, 0.6616042852401733, 0.6766553521156311, 0.6749050617218018, 0.6801846623420715, 0.6683022975921631, 0.6875530481338501, 0.689628541469574, 0.7317808270454407, 0.7872669100761414, 0.774152934551239, 0.723408043384552]","[[ 0.00085808  0.00188376  0.00606788 ...  0.00036594 -0.00100588
   0.00327504]
 [-0.00222391  0.00065937  0.00070723 ... -0.00332935 -0.00230324
  -0.00245875]
 [ 0.01294761  0.00679511 -0.00186246 ...  0.00122935 -0.00129555
   0.00089449]
 [ 0.00240515  0.00128271  0.00449439 ... -0.0015565   0.00503506
   0.00684734]
 [ 0.00211824  0.00189348  0.0024431  ...  0.0033754   0.0046285
   0.00287667]
 [-0.00240689 -0.00212405 -0.0020898  ... -0.00270949 -0.00269621
  -0.00018507]]",101.3327206,-138.4262
hiphop,71,1527.281347,57361.45,"[0.6822623014450073, 0.7680277824401855, 0.8022968173027039, 0.7167071104049683, 0.6149011850357056, 0.5551641583442688, 0.5766357183456421, 0.5556207299232483, 0.6230995655059814, 0.643801212310791, 0.5822261571884155, 0.5801522135734558]","[[ 0.00042097 -0.00185104 -0.00241656 ...  0.00060867 -0.0003536
   0.00304863]
 [-0.00081027  0.00022146  0.00055479 ...  0.00241773  0.00050371
  -0.0001281 ]
 [ 0.00882066  0.00977763  0.00851838 ...  0.0060978   0.00815493
   0.00714195]
 [ 0.00903077  0.01616435  0.01648109 ...  0.01313297  0.00936215
   0.00623784]
 [ 0.00214638  0.00331272  0.00628729 ...  0.00493041  0.00503236
   0.00291327]
 [-0.0028806  -0.00163256 -0.0015361  ... -0.00192757 -0.00185299
   0.0002369 ]]",129.1992188,-142.35847
hiphop,72,704.2641414,58912.223,"[0.6190055012702942, 0.6093968152999878, 0.6106793880462646, 0.745811939239502, 0.7349459528923035, 0.655707836151123, 0.6421797275543213, 0.6203991770744324, 0.6090878844261169, 0.5608004331588745, 0.6128268241882324, 0.5842944383621216]","[[ 1.91102273e-03 -1.40459739e-03 -1.98816085e-04 ...  1.83717417e-03
   3.07919360e-03  3.27027440e-03]
 [-7.83697912e-03 -1.14478891e-02 -7.31620222e-03 ... -2.94844926e-03
  -3.37917669e-03 -4.85096255e-03]
 [ 1.80490240e-02  1.48589462e-02  9.36502218e-03 ...  2.05144286e-04
  -3.76621634e-03  1.85086578e-03]
 [-8.58463347e-04 -4.78095561e-03 -2.66116858e-03 ...  8.06674361e-04
   6.46755844e-03  1.22577697e-02]
 [ 3.46288268e-03  4.39889894e-03  4.89844958e-03 ...  3.91598901e-04
  -5.38936048e-05 -3.69309113e-04]
 [-3.80266458e-04 -1.38945878e-03 -1.81411579e-03 ... -1.75571069e-04
  -8.08315352e-04 -1.32239237e-03]]",132.5120192,-144.10948
hiphop,74,1552.9796,57748.855,"[0.6862807869911194, 0.6985328793525696, 0.7343499064445496, 0.7436289191246033, 0.7443332672119141, 0.7189013361930847, 0.6898645758628845, 0.7173850536346436, 0.7351582050323486, 0.7768079042434692, 0.7329409122467041, 0.7161897420883179]","[[ 5.99710847e-03  2.83702997e-03  4.50799313e-03 ...  1.33604798e-03
   2.57523651e-03  1.22133528e-04]
 [ 7.76757646e-04  1.68395528e-03  2.70968535e-03 ... -2.73431622e-03
  -2.70207590e-03 -1.38751465e-03]
 [ 5.22433221e-03  4.58724052e-03  3.88574600e-03 ...  1.12769008e-03
  -2.33322382e-04  3.25548649e-03]
 [ 1.16422400e-02  1.73188820e-02  2.20474303e-02 ...  5.29582053e-03
   8.59021395e-03  4.20479476e-03]
 [-9.37764854e-04 -1.89888737e-03 -9.58112472e-04 ...  3.53162647e-03
   4.91142534e-03  3.40400460e-03]
 [-2.36804411e-03 -3.93141061e-04  1.19565241e-03 ... -3.00854445e-05
  -9.47196037e-04  1.33125484e-03]]",99.38401442,-136.1547
hiphop,75,2629.119477,63419.812,"[0.6751530766487122, 0.6741781830787659, 0.6989566087722778, 0.6506582498550415, 0.6365340352058411, 0.6134122610092163, 0.6442294716835022, 0.688892662525177, 0.69571453332901, 0.7025908827781677, 0.6954277157783508, 0.6913041472434998]","[[ 0.00198784  0.00151549  0.00378354 ... -0.0034766  -0.00377456
  -0.00152321]
 [-0.00055159  0.00053492 -0.00476804 ... -0.00260822 -0.00289558
  -0.00169258]
 [ 0.00115704 -0.00567835 -0.01000292 ...  0.00861641  0.00982346
   0.00795008]
 [ 0.00814117  0.01461414  0.01499486 ...  0.0068586   0.00816032
  -0.00211156]
 [ 0.00097201  0.00239934  0.00299509 ...  0.00125605 -0.0002426
  -0.00013644]
 [ 0.00083247  0.00037332 -0.00032173 ... -0.00033651 -0.00013774
  -0.00129746]]",123.046875,-114.26354
hiphop,78,1593.136261,64105.06,"[0.6577247381210327, 0.6942732334136963, 0.716151773929596, 0.6052737236022949, 0.6485579013824463, 0.6040624380111694, 0.6538230180740356, 0.5347292423248291, 0.5147433876991272, 0.5887153744697571, 0.597775936126709, 0.6664767861366272]","[[ 0.00231858  0.00282094  0.00119363 ... -0.00018718 -0.0026704
  -0.00219224]
 [-0.00179166 -0.00174043 -0.00299197 ... -0.00048024  0.00043489
  -0.00040108]
 [ 0.00375025  0.00383084  0.00301272 ...  0.00235569  0.00089261
   0.00123303]
 [ 0.00701968  0.00906199  0.00970771 ...  0.00356604 -0.00077328
   0.00148079]
 [ 0.00182905  0.00130468  0.00071797 ...  0.00162234  0.00363603
   0.0025638 ]
 [-0.00065955  0.00011917  0.00119594 ...  0.00143673  0.00043171
  -0.00044961]]",97.50884434,-83.342255
hiphop,79,3144.324264,78774.086,"[0.6624720692634583, 0.6989331841468811, 0.6854156255722046, 0.6844275593757629, 0.658759593963623, 0.6321278214454651, 0.5891252160072327, 0.5987318754196167, 0.6068164110183716, 0.654913604259491, 0.7286128997802734, 0.6886841654777527]","[[ 0.00171544 -0.00072511 -0.00253004 ...  0.0026923   0.010004
   0.00800995]
 [-0.00198506 -0.00084582 -0.00060468 ... -0.00059709 -0.00130914
   0.0038244 ]
 [ 0.00693224  0.01074443  0.0111383  ...  0.00078133  0.01363719
   0.020726  ]
 [ 0.00470756  0.0080047   0.00521326 ...  0.00189228 -0.00132765
   0.00334655]
 [ 0.00194187 -0.00014191 -0.00105613 ... -0.00305959 -0.00184863
   0.00440664]
 [-0.00294056 -0.00179447 -0.00156351 ... -0.00434057  0.00083403
   0.00047948]]",139.6748311,-72.2971
hiphop,81,665.4595018,43844.91,"[0.7421497106552124, 0.7972432971000671, 0.7444486618041992, 0.6743391752243042, 0.7139930129051208, 0.6661052703857422, 0.6329582929611206, 0.6409445405006409, 0.7625845074653625, 0.6985155940055847, 0.6668164134025574, 0.6881734132766724]","[[ 0.00380601  0.00244506  0.00198334 ...  0.00608571  0.00595635
   0.00536661]
 [ 0.00066539 -0.00143273 -0.0005609  ... -0.00656821 -0.0012289
  -0.00184884]
 [ 0.00249273 -0.00079605 -0.00600834 ... -0.00458396  0.00053751
   0.00696597]
 [ 0.00759625  0.00540488  0.00177153 ...  0.00440225  0.00322618
   0.01076954]
 [ 0.0031806   0.00264415  0.0018377  ...  0.00076694  0.00116382
   0.00327211]
 [ 0.0005178  -0.00082397 -0.00228933 ... -0.00133613 -0.00189125
  -0.00086117]]",101.3327206,-132.63632
hiphop,82,1710.547207,45121.17,"[0.684165358543396, 0.7161031365394592, 0.7172492742538452, 0.6460157036781311, 0.6410393118858337, 0.6428840756416321, 0.6503958702087402, 0.7298796772956848, 0.6792513728141785, 0.6934614181518555, 0.7915628552436829, 0.7093920111656189]","[[ 6.70309771e-03  9.18805864e-03  7.19257651e-03 ... -2.13821235e-03
   4.28755042e-03  5.42747014e-03]
 [ 7.50703359e-04 -8.93674959e-04 -5.47113681e-03 ... -1.47690266e-03
   1.23321945e-03  1.32700086e-03]
 [ 6.68271631e-03  6.82596862e-03 -5.77510148e-03 ...  1.76177174e-03
   5.49388677e-03  5.05221635e-03]
 [ 4.32386249e-03  8.14802200e-03  1.05407611e-02 ...  1.19037032e-02
   1.54134110e-02  8.79694521e-03]
 [ 2.24812954e-03  4.49726888e-03  5.04190884e-03 ...  2.16066737e-03
   8.24428587e-04  3.28901007e-04]
 [-2.25296989e-03 -1.09598599e-03 -1.76223926e-03 ... -2.17925757e-04
  -2.45694071e-04  6.96908683e-05]]",105.46875,-100.10279
hiphop,84,1643.400742,47937.97,"[0.7521038055419922, 0.7033109068870544, 0.6757771372795105, 0.682469367980957, 0.7148869633674622, 0.7083919048309326, 0.7166334390640259, 0.7449983358383179, 0.7193300724029541, 0.7204436659812927, 0.7259149551391602, 0.7221274971961975]","[[ 0.00546663  0.00124358 -0.00114616 ...  0.00181037  0.00336882
   0.0053912 ]
 [-0.00184608 -0.00466142 -0.00444257 ... -0.00261379 -0.00097639
  -0.0009237 ]
 [-0.00498734 -0.00517543  0.00229017 ...  0.00319877  0.000179
  -0.00224493]
 [ 0.0063156   0.00136575 -0.00521795 ...  0.00750244  0.00895339
   0.0113826 ]
 [ 0.0015593   0.00462932  0.00465068 ...  0.00392816  0.00188032
   0.00395159]
 [ 0.00065331  0.00109253  0.00230744 ... -0.00114045 -0.00110683
   0.00075033]]",112.3471467,-81.98828
hiphop,85,1933.546301,45832.293,"[0.6688057780265808, 0.7120683789253235, 0.6742686033248901, 0.7000576853752136, 0.6810563206672668, 0.6481065154075623, 0.6269052028656006, 0.6529318690299988, 0.6645030379295349, 0.690169632434845, 0.7522387504577637, 0.6859427094459534]","[[-0.00014778  0.00170877  0.00401329 ... -0.0037272   0.00927769
   0.01081664]
 [ 0.00071807  0.00023499 -0.00397028 ...  0.00851879  0.00572113
  -0.00157588]
 [ 0.01066256  0.0166517   0.01518426 ...  0.02088934  0.02550551
   0.0203857 ]
 [ 0.01932302  0.01120907  0.00012225 ...  0.01517503  0.00376397
   0.00150275]
 [ 0.00298877  0.00225837  0.00019405 ...  0.00580401  0.0016829
  -0.00094919]
 [-0.0022433  -0.0003885   0.00112743 ...  0.00058363  0.00219814
   0.00054112]]",109.9567819,-95.39017
hiphop,86,1144.843726,49699.293,"[0.7270064353942871, 0.6837380528450012, 0.6909632086753845, 0.6461179852485657, 0.6007481217384338, 0.597261905670166, 0.6799977421760559, 0.6785497069358826, 0.7315647006034851, 0.7103918194770813, 0.6228190064430237, 0.6219329833984375]","[[ 5.88091563e-03  4.04121845e-03  5.11872929e-03 ...  3.66960805e-03
  -3.90784107e-04 -1.23656999e-03]
 [-5.41196768e-03 -3.66754902e-03 -5.90913529e-03 ...  4.43184954e-05
  -1.22863248e-03  3.15262379e-04]
 [-1.86778605e-03 -3.01720947e-03 -2.24967301e-03 ...  1.23066977e-02
   1.80222988e-02  1.25417039e-02]
 [ 3.90507281e-03  6.96180016e-03  5.24496287e-03 ...  1.55689344e-02
   7.69311935e-03 -7.58841634e-05]
 [ 2.87314050e-03  2.92356272e-03  2.75832663e-03 ...  1.93214945e-03
   9.41739527e-04  2.77736119e-03]
 [-3.07111070e-03 -3.22136097e-03 -1.50765851e-03 ... -1.11620501e-03
  -3.48518044e-03 -4.13153321e-03]]",132.5120192,-125.04057
hiphop,87,1317.837485,59992.973,"[0.8098309636116028, 0.751761257648468, 0.7960330843925476, 0.8273303508758545, 0.7742600440979004, 0.7649340629577637, 0.8242522478103638, 0.8626188039779663, 0.8078880310058594, 0.8350962400436401, 0.8392060995101929, 0.8105014562606812]","[[ 2.05429080e-03  1.07262177e-03  2.86041807e-03 ... -4.51962350e-04
  -1.15303078e-04 -3.03394711e-04]
 [ 1.34494708e-03  2.86265510e-03  2.56815346e-04 ... -1.53891084e-03
  -2.30496706e-03 -9.97015268e-04]
 [-1.88130140e-03  5.04791737e-04  7.65100121e-05 ... -8.70197266e-03
   1.41343474e-03  1.73650682e-03]
 [ 3.50294262e-03  6.58593327e-03  7.40823150e-03 ...  1.15487874e-02
   1.57268271e-02  1.61514059e-02]
 [-1.07435554e-03  1.04103216e-03  1.98934345e-03 ...  1.94362825e-03
   1.64593101e-03 -1.95426825e-04]
 [-2.75243446e-03 -2.27583759e-03 -1.87172368e-03 ... -3.26551124e-03
  -8.49919394e-04 -1.32415257e-03]]",101.3327206,-132.65755
hiphop,88,2398.224774,49897.37,"[0.6867516040802002, 0.6826496720314026, 0.6878531575202942, 0.6184532642364502, 0.6482380032539368, 0.6378183364868164, 0.5940544605255127, 0.6309469938278198, 0.6443735361099243, 0.7185632586479187, 0.7349199056625366, 0.7273378968238831]","[[ 5.04974081e-03  2.95529488e-03  3.73714074e-03 ... -2.78239332e-03
   4.31585592e-04 -7.07238143e-04]
 [-3.28455560e-03 -5.79429141e-03 -5.35293278e-03 ... -2.02194975e-03
   2.49960929e-03 -3.95687406e-03]
 [ 1.03692859e-02  7.84306228e-03  3.29411775e-03 ...  5.34490496e-03
   5.87318093e-03  3.61845642e-03]
 [ 6.35965168e-03  9.01706517e-03  9.15031880e-03 ...  9.19310749e-03
   9.24996287e-03  7.50027597e-03]
 [ 2.56549367e-03  3.43762479e-03  2.70286832e-03 ...  1.70091507e-03
   1.65961009e-03  7.25894108e-06]
 [ 3.37063335e-03  2.37989239e-03 -7.89981335e-04 ...  5.53350896e-04
  -2.09102407e-04 -3.60876322e-04]]",114.84375,-91.28545
hiphop,89,1785.356819,55270.125,"[0.8061776161193848, 0.7265720367431641, 0.6370208859443665, 0.6146994829177856, 0.6502532362937927, 0.585961103439331, 0.5766892433166504, 0.71758633852005, 0.6863878965377808, 0.638541579246521, 0.6614996790885925, 0.6870699524879456]","[[ 0.01062778  0.01228153  0.00424517 ...  0.00695807  0.00851509
   0.01058724]
 [ 0.00040106 -0.00181747 -0.00199771 ... -0.00556195 -0.00349791
  -0.00027264]
 [-0.01050968 -0.01005302 -0.00154471 ...  0.0010104   0.004232
   0.00201607]
 [ 0.00980002  0.00952044  0.02029016 ... -0.00145399 -0.00705294
   0.00388879]
 [-0.00092106 -0.00317169  0.00159923 ...  0.00188445  0.00206272
   0.00170525]
 [ 0.00067233 -0.00075271 -0.00073418 ...  0.00041746 -0.00098149
   0.00046605]]",126.0480183,-120.82367
hiphop,91,2039.207545,47863.14,"[0.7119060158729553, 0.7115277647972107, 0.694948136806488, 0.6991915106773376, 0.7488554120063782, 0.7700138688087463, 0.72279953956604, 0.6937710642814636, 0.7101178169250488, 0.7507205009460449, 0.7886499762535095, 0.7073422074317932]","[[ 9.40538083e-04  1.23123084e-03  2.72414178e-03 ...  6.00375788e-03
   1.05694136e-02  7.40781948e-03]
 [-4.22604267e-03 -3.74927919e-04 -3.21472115e-06 ... -8.92428268e-03
  -6.95922749e-03 -1.90596769e-03]
 [ 6.31931424e-03  5.21502644e-03  4.93825972e-03 ...  1.12171471e-02
   9.76271927e-03  5.30762225e-03]
 [ 7.30612129e-03  7.28388876e-03  6.04648888e-03 ...  1.75266489e-02
   1.38900205e-02  2.11709440e-02]
 [ 2.09799206e-03  1.17102528e-03  2.71664741e-03 ... -7.79687701e-04
  -1.87723314e-03 -6.99184431e-04]
 [-2.80595385e-03 -2.97442824e-03 -4.98017296e-04 ... -2.01616436e-04
   1.16750225e-03  4.85357828e-03]]",135.9991776,-118.421745
hiphop,92,869.4085727,49972.02,"[0.6636937856674194, 0.65372633934021, 0.6348695158958435, 0.6318084597587585, 0.6303223967552185, 0.5887145400047302, 0.5905836224555969, 0.6188203692436218, 0.681203305721283, 0.7634716629981995, 0.7047460079193115, 0.6789792776107788]","[[ 8.46526060e-03  5.47966069e-03  3.50318123e-03 ... -1.73902785e-03
   1.21181745e-04  1.88523439e-03]
 [-2.22726447e-03 -3.12821340e-03 -5.64719166e-03 ... -2.91914955e-03
  -3.52337466e-04 -3.01852090e-03]
 [ 1.50186196e-02  1.98007822e-02  1.43417865e-02 ...  6.01930171e-03
   6.74615055e-03  5.93115389e-03]
 [-3.64040583e-03 -4.25530225e-03  1.93044543e-03 ...  8.72752815e-03
   5.54522872e-03  1.19163841e-03]
 [ 2.03610394e-03  2.99204518e-03  3.78464734e-03 ...  3.34613955e-03
   3.36828739e-03  2.27677493e-03]
 [ 1.28557906e-03  9.11783427e-04 -1.21502206e-04 ...  1.19940192e-03
   1.47842802e-03  7.34869391e-05]]",114.84375,-134.62862
hiphop,93,2421.271962,53664.73,"[0.7234718203544617, 0.6995736360549927, 0.7245646715164185, 0.747900664806366, 0.77070552110672, 0.6872624754905701, 0.6521661281585693, 0.6689999103546143, 0.6528298854827881, 0.6496907472610474, 0.6699088215827942, 0.714657187461853]","[[ 0.00557341  0.0070099   0.00953296 ...  0.00391882  0.00388278
   0.00371063]
 [-0.00508889 -0.00394725 -0.00202359 ... -0.00160453 -0.00236174
  -0.00117181]
 [ 0.01557627  0.01923092  0.01945962 ...  0.00150322  0.0027748
   0.0051306 ]
 [ 0.01288719  0.01386406  0.00881774 ...  0.00913029  0.00872439
   0.00903428]
 [ 0.00413192  0.00426963  0.00286697 ...  0.00304894  0.00203418
   0.00382026]
 [-0.00048201  0.00047977  0.00023862 ...  0.00065639 -0.00060122
   0.001202  ]]",117.4538352,-122.47271
hiphop,94,738.0408928,49836.527,"[0.7238913178443909, 0.6557822227478027, 0.5999913811683655, 0.5843043923377991, 0.569534182548523, 0.5569019913673401, 0.5739923715591431, 0.5986457467079163, 0.6231890916824341, 0.6516406536102295, 0.6729578375816345, 0.7456263899803162]","[[ 2.25569709e-03  1.84496209e-03  3.13122686e-03 ... -4.55950519e-03
   4.42409286e-03  1.58539120e-03]
 [-2.51664801e-03 -2.38880737e-03 -1.19482820e-04 ...  1.57488363e-03
  -1.11532103e-04 -1.64636863e-03]
 [ 1.58272684e-04  4.54796106e-03  1.05233192e-02 ...  1.25547871e-02
   8.82036984e-03  7.97386467e-03]
 [ 8.81925970e-03 -1.90034509e-04 -3.36908549e-03 ...  5.12497872e-03
   6.45127892e-03  1.32345855e-02]
 [ 1.96394361e-03  1.16023688e-03 -1.45480148e-03 ... -4.17067783e-03
  -8.43295382e-05  2.63388257e-03]
 [-8.11317936e-04 -5.41526824e-04 -1.17702037e-03 ... -2.77747586e-03
  -2.46561877e-03 -2.69409828e-03]]",147.65625,-127.86841
hiphop,95,2373.035516,44672.14,"[0.7943873405456543, 0.7224278450012207, 0.7194727659225464, 0.7295922636985779, 0.7770982980728149, 0.7862482070922852, 0.7965220212936401, 0.7886447906494141, 0.8022302985191345, 0.8115392327308655, 0.7797600626945496, 0.7814592719078064]","[[ 0.00070071  0.00465407  0.00458516 ...  0.00374172  0.00206146
   0.00232443]
 [-0.00074199 -0.00062744 -0.00462346 ...  0.00126471 -0.00084744
  -0.00335597]
 [ 0.00367848  0.00537784  0.0057085  ...  0.00779729  0.00635815
   0.00600756]
 [ 0.0019659   0.00715335  0.00494654 ...  0.00727273  0.00447836
   0.01004788]
 [-0.00024347  0.00343907  0.00437643 ...  0.00183977  0.0002212
   0.00091957]
 [-0.00426956 -0.00410575  0.0019779  ...  0.00158145 -0.00103662
  -0.00031233]]",112.3471467,-122.30122
hiphop,96,1332.080074,48113.082,"[0.6373292207717896, 0.6360726356506348, 0.6698999404907227, 0.6879220604896545, 0.6979553699493408, 0.6740569472312927, 0.6063979268074036, 0.6005238890647888, 0.6489508748054504, 0.652876615524292, 0.658719539642334, 0.6690689325332642]","[[ 0.00170167 -0.00087289  0.00055445 ... -0.00030036  0.00136811
   0.00041435]
 [-0.0028687  -0.00454483 -0.00062493 ... -0.00270778 -0.00350564
  -0.00154277]
 [-0.00537003 -0.0114714  -0.0077354  ...  0.00621247  0.00817521
   0.00881656]
 [ 0.01180018  0.00754426  0.01688273 ...  0.00894963  0.01151
   0.00848299]
 [ 0.00286877  0.00339321  0.00323788 ...  0.00195566  0.00211716
   0.00070689]
 [ 0.00205107  0.00265119  0.00060505 ... -0.00138215  0.00070356
  -0.0019444 ]]",143.5546875,-92.19638
hiphop,97,1573.138458,46752.977,"[0.666478157043457, 0.683052659034729, 0.6606997847557068, 0.7541358470916748, 0.6647899746894836, 0.6104955077171326, 0.6005415320396423, 0.6170174479484558, 0.6323670148849487, 0.6345115900039673, 0.7072336673736572, 0.6864863038063049]","[[ 0.00492297  0.00666482  0.00236961 ...  0.00416918  0.00057572
   0.00369879]
 [ 0.00175826  0.00301284  0.000634   ... -0.0044942  -0.00038225
   0.00354352]
 [ 0.01087079  0.00235259 -0.00229311 ...  0.01159246  0.00976302
   0.00959501]
 [ 0.00792856  0.00804683  0.00900199 ...  0.01013569  0.01456265
   0.00649899]
 [ 0.00208422  0.00299425  0.00291785 ...  0.00464703  0.00252689
   0.00335426]
 [-0.00110346 -0.00076898 -0.00190591 ... -0.00015328  0.00013648
  -0.0006755 ]]",112.3471467,-125.118126
hiphop,98,1498.271329,50678.043,"[0.710059404373169, 0.7342516183853149, 0.7331085801124573, 0.7188088893890381, 0.7413384914398193, 0.720693826675415, 0.6827197074890137, 0.6364323496818542, 0.6804283261299133, 0.7330118417739868, 0.7204349637031555, 0.7754588723182678]","[[-2.02228147e-03 -5.54803543e-04  6.19101547e-04 ... -6.80569628e-05
  -1.04484249e-03 -1.73962451e-03]
 [ 1.99902871e-03  3.05740398e-03  2.69336107e-03 ... -1.51329383e-03
  -2.15288090e-03 -3.66816326e-03]
 [ 7.81893730e-03  7.18414038e-03  6.62667304e-03 ...  8.06298852e-03
   6.81647658e-03  4.20285016e-03]
 [ 3.58465314e-03  8.60483944e-03  1.32214502e-02 ...  1.71179771e-02
   6.36254251e-03  7.21970946e-03]
 [ 4.09312653e-03  3.01022479e-03  2.45253487e-03 ...  3.05878550e-03
   7.49571161e-04  5.78579545e-04]
 [ 1.60484016e-03 -1.12743862e-03 -1.67154148e-03 ...  1.13433041e-03
   1.00615434e-03  1.06224045e-03]]",105.46875,-128.16116
hiphop,99,1782.031976,50289.65,"[0.586120069026947, 0.6364045739173889, 0.7703506946563721, 0.6916729807853699, 0.6434866786003113, 0.6006649136543274, 0.6178541779518127, 0.5794474482536316, 0.5939449667930603, 0.6519140601158142, 0.5519219040870667, 0.5484352707862854]","[[ 0.00095916  0.00396833  0.00281965 ...  0.0025934   0.00701527
   0.00517028]
 [-0.00267405 -0.00011107  0.00287305 ... -0.00257747 -0.00226083
  -0.00386569]
 [ 0.01089747  0.00679418  0.00723333 ...  0.00516798  0.00859717
   0.00992156]
 [ 0.01322848  0.01369523  0.01142958 ...  0.00630003  0.0094495
   0.00704012]
 [ 0.00159089  0.00259947  0.0023182  ...  0.00023726  0.00146724
   0.00309765]
 [ 0.00359629  0.0029212   0.00140022 ...  0.00062375  0.00140792
   0.00042394]]",107.6660156,-77.963554
jazz,1,984.8345531,30818.334,"[0.5815678834915161, 0.5306187272071838, 0.5356916785240173, 0.511928915977478, 0.5865607857704163, 0.6937989592552185, 0.5508283972740173, 0.4945429563522339, 0.4366648197174072, 0.4679807126522064, 0.43307870626449585, 0.5295667052268982]","[[ 0.00147073 -0.00074714 -0.00107722 ... -0.00211581 -0.00429035
  -0.00103792]
 [-0.00521271 -0.00677709 -0.00732568 ...  0.00319008  0.00318017
   0.00014563]
 [ 0.00557783  0.00815221  0.008184   ...  0.0204285   0.02040752
   0.01846975]
 [-0.00032992 -0.0005129  -0.00112538 ...  0.00835993  0.01133423
   0.01125449]
 [ 0.00116398  0.00158831  0.00236644 ...  0.00931591  0.01081861
   0.00927414]
 [ 0.00104448  0.00229515  0.0003584  ...  0.00087067  0.00143506
   0.00205505]]",135.9991776,-73.163826
jazz,2,1182.982083,26170.613,"[0.5654435753822327, 0.49829941987991333, 0.4192831516265869, 0.36671558022499084, 0.3050767183303833, 0.45521071553230286, 0.3940202295780182, 0.3733069598674774, 0.44904810190200806, 0.5017768144607544, 0.6099337339401245, 0.47258761525154114]","[[ 3.02031769e-03  1.63160922e-03  5.29446666e-03 ...  5.13316131e-03
   5.75209383e-03  4.52976668e-03]
 [-3.74052285e-03 -1.24700409e-03 -2.97693029e-03 ... -6.84273507e-03
  -6.52106289e-03 -3.12632607e-03]
 [ 8.14874470e-03  9.91486758e-03  1.31760910e-02 ...  2.56071016e-02
   2.30664313e-02  1.68614760e-02]
 [ 3.54188681e-03  8.10645521e-04  3.63610685e-04 ...  2.66374648e-03
   3.95895541e-03  8.02576542e-05]
 [ 1.55274879e-03  1.59532490e-03 -8.12027090e-04 ...  2.62233924e-03
   2.03573615e-03  2.36852150e-03]
 [ 2.95197964e-03  2.94437818e-03  2.61464715e-03 ... -1.24158897e-03
  -4.50681895e-04  3.01581435e-03]]",129.1992188,-93.67069
jazz,3,782.6006537,17527.588,"[0.4439027011394501, 0.5445002317428589, 0.6572716236114502, 0.44868212938308716, 0.4525734782218933, 0.507199764251709, 0.6434239149093628, 0.43323221802711487, 0.5171794891357422, 0.4740958511829376, 0.5920356512069702, 0.5746330618858337]","[[ 7.77355017e-04 -6.13517636e-04  2.05933237e-04 ...  5.22416931e-03
   5.32201692e-03  4.57822609e-03]
 [-4.53735468e-03 -4.54329482e-03 -6.64254864e-04 ... -3.27988044e-04
   3.96607129e-05 -1.42193633e-03]
 [ 6.77435100e-03  7.11196661e-03  8.37444514e-03 ...  7.07232952e-03
   9.35280323e-03  6.15866482e-03]
 [ 4.32293862e-03  5.11921942e-03  4.86810505e-03 ...  2.67155468e-03
   3.02068144e-03  3.75905633e-03]
 [ 4.43682287e-03  3.66755578e-03  3.14542822e-03 ...  2.94872704e-03
   3.42755261e-03  2.89675625e-03]
 [ 1.15965120e-03 -1.56778842e-05  3.28602269e-04 ...  2.08541937e-03
   2.50042789e-03  1.79452077e-03]]",114.84375,-77.3
jazz,5,1050.703636,31636.258,"[0.45609116554260254, 0.2923358678817749, 0.30167657136917114, 0.3797225058078766, 0.2936709225177765, 0.33448001742362976, 0.30396807193756104, 0.3602461814880371, 0.5071764588356018, 0.37393027544021606, 0.36810073256492615, 0.406434565782547]","[[-0.00371972 -0.00883718 -0.01289211 ...  0.0126797   0.00079435
  -0.00282176]
 [ 0.00451224  0.00277551  0.00496839 ...  0.01063946  0.0138451
   0.01074517]
 [ 0.00843465  0.01253659 -0.00401051 ...  0.00856199  0.00914353
   0.00192194]
 [ 0.01958498  0.02686925  0.01741325 ... -0.03109802 -0.02840671
  -0.00847265]
 [ 0.00542356  0.00534325  0.00478292 ... -0.00106513 -0.0050089
  -0.00514036]
 [ 0.00035565 -0.00175844 -0.00175702 ... -0.01264509 -0.01205182
  -0.00556047]]",143.5546875,-75.37712
jazz,6,934.4006682,40402.97,"[0.4305826425552368, 0.42568886280059814, 0.49300310015678406, 0.5577390193939209, 0.41929060220718384, 0.5006473660469055, 0.5375761985778809, 0.36402297019958496, 0.3696800470352173, 0.3656628429889679, 0.4569263756275177, 0.4598178267478943]","[[ 0.00465687  0.00548998  0.00554485 ...  0.01018689  0.01044751
   0.00707453]
 [-0.00967843 -0.0087697  -0.0112853  ... -0.00598126 -0.00531307
  -0.00441213]
 [ 0.0049647   0.00013216  0.00438263 ... -0.00107859 -0.0021247
  -0.0027664 ]
 [ 0.0217058   0.01818532  0.01845188 ... -0.00083534  0.00362028
  -0.00384756]
 [ 0.00122757  0.00201392  0.00365112 ...  0.00436567  0.00552577
   0.00598878]
 [-0.00496666 -0.00340255 -0.001369   ... -0.0007502  -0.00175677
  -0.00154465]]",132.5120192,-87.51625
